3.6549523,51.0475572,
3.7276286,51.0395833,
3.7021672,51.0336896,
3.7025513,51.0336573,
3.7140445,51.0497275,
3.7055871,51.0315422,
3.7114173,51.0332702,
3.7076180,51.0477471,
3.7265222,51.0444192,
3.7251985,51.0440297,
3.7023440,51.0316746,
3.7007388,51.0554417,
3.7257949,51.0381137,
3.7137043,51.0314574,
3.7339299,51.0488526,60
3.7335666,51.0538282,72
3.7119943,51.0357937,
3.7115064,51.0404545,5
3.7309578,51.0477007,
3.7309443,51.0476131,
3.7288811,51.0239171,
3.7288697,51.0247512,
3.7114545,51.0417239,10
3.7121683,51.0470280,
3.7138279,51.0461566,
3.7276861,51.0400442,
3.7114635,51.0407057,20
3.7150427,51.0379225,10
3.7133610,51.0388889,5
3.7144983,51.0381451,5
3.7140932,51.0384015,20
3.7129281,51.0394737,
3.7145969,51.0454742,20
3.7272757,51.0481559,
3.7245387,51.0441897,
3.7243433,51.0444417,
3.7247587,51.0504535,
3.7240934,51.0510797,
3.7223312,51.0301056,10
3.7144163,51.0466646,
3.7119140,51.0434375,
3.7212597,51.0539251,200
3.7096370,51.0504109,
3.7267911,51.0243646,
3.7247728,51.0235182,
3.7257489,51.0255459,
3.7285236,51.0235919,
3.7256693,51.0228034,
3.7291243,51.0244712,
3.7270421,51.0489599,
3.7116973,51.0376577,
3.7258611,51.0395763,
3.7221202,51.0544279,
3.7263277,51.0544054,
3.7281825,51.0514219,10
3.7230570,51.0499625,30
3.7172922,51.0545276,20
3.7349995,51.0498106,50
3.7302599,51.0499504,
3.7324914,51.0497451,20
3.7275696,51.0561014,
3.7286076,51.0566560,10
3.7238654,51.0578936,
3.7258315,51.0580470,10
3.7247935,51.0597277,
3.7260514,51.0566629,80
3.7253433,51.0574552,60
3.7109077,51.0601795,
3.7044167,51.0589607,
3.7094684,51.0372044,
3.7143376,51.0488560,
3.6774064,51.0776637,5
3.7178377,51.0406888,
3.7626394,51.1001468,
3.7640370,51.0200794,
3.7014123,51.0545390,
3.7353734,51.0364901,
3.7290535,51.0450876,
3.7244347,51.0401313,
3.7138526,51.0403418,14
3.7144909,51.0407466,
3.7157770,51.0409616,10
3.7227198,51.0426386,
3.7141001,51.0626914,
3.6919398,51.0443366,90
3.6837104,51.0453150,
3.7284236,51.0237723,
3.7336926,51.0472983,
3.7237052,51.0540827,100
3.7000535,51.0639993,10
3.8402155,51.0284015,
3.8496945,51.0295503,
3.8401082,51.0281063,
3.8505897,51.0301678,
3.8505226,51.0305676,
3.7273368,51.0474650,460
3.7362916,51.0152483,534
3.8137946,51.0350477,4
3.8189007,51.0131920,2
3.8106251,51.0169067,2
3.8030505,51.0331093,10
3.8323137,51.0335229,6
3.7140823,51.0590542,
3.7597436,51.0593234,
3.7620935,51.0599557,
3.7608763,51.0602260,
3.6998311,51.0337215,
3.6979197,51.0642790,
3.6978585,51.0642029,
3.7260434,51.0460775,10
3.7088900,51.0609677,
3.7088929,51.0602509,
3.7071772,51.0594588,
3.7065978,51.0599123,
3.7077341,51.0609357,
3.7463650,51.0474420,6
3.7473464,51.0477261,4
3.7468012,51.0475792,8
3.7504507,51.0344648,5
3.7024344,51.0674719,
3.7275847,51.0427147,
3.7492466,51.0300385,5
3.7480826,51.0314304,5
3.6543020,51.0471808,
3.7230186,51.0498399,20
3.7227330,51.0498896,20
3.7209497,51.0503834,20
3.7221878,51.0521930,20
3.7222825,51.0522420,20
3.7251867,51.0547495,40
3.7202322,51.0560045,8
3.7972939,51.0373700,4
3.7202425,51.0504101,20
3.6808498,51.0462006,
3.8252897,51.0333586,6
3.7462718,51.0475543,6
3.7316864,51.0473054,10
3.7430762,51.0486613,5
3.7490239,51.0477256,5
3.7122571,51.0269118,
3.7140904,51.0371614,
3.7219448,51.0426973,
3.7224812,51.0435607,
3.7223712,51.0432943,
3.7064362,51.0377794,
3.7299164,51.0477391,
3.7444404,51.0382409,10
3.7169776,51.0429335,
3.7156120,51.0451708,100
3.7310308,51.0412916,
3.7402108,51.0417091,7
3.7396808,51.0418531,
3.7720126,51.0391115,
3.7583169,51.0275704,
3.7206663,51.0369871,
3.8093606,51.0956900,
3.7304212,51.0263986,
3.7084763,51.0604901,
3.6892403,51.0235576,
3.7130133,51.0468689,
3.7200933,51.0412320,
3.7097601,51.0595524,
3.7080732,51.0593177,
3.7081764,51.0606398,
3.6997189,51.0335956,
3.6956836,51.0360325,
3.7187145,51.0222978,
3.7109454,51.0266589,
3.6986086,51.0581824,
3.6975873,51.0590163,
3.6972842,51.0589219,
3.6992432,51.0599285,
3.7013948,51.0585296,
3.6995336,51.0575912,
3.7003315,51.0571756,
3.6999847,51.0608583,5
3.6998642,51.0608993,
3.6994441,51.0605032,
3.6638890,51.0677317,10
3.6742960,51.0539716,10
3.6828547,51.0671165,30
3.6862931,51.0578914,8
3.6865827,51.0657643,12
3.6664694,51.0671903,4
3.6831128,51.0671464,20
3.7065962,51.0416002,
3.7069757,51.0417123,5
3.7068175,51.0417865,10
3.7064460,51.0416626,
3.7103664,51.0423409,10
3.7283693,51.0490149,
3.7080762,51.0420507,
3.7083699,51.0421392,
3.7289814,51.0251238,
3.7303154,51.0228614,
3.7239934,51.0231347,
3.7240940,51.0231744,
3.7240484,51.0228752,
3.7239761,51.0223978,
3.7231728,51.0245040,
3.7242549,51.0252937,
3.7236916,51.0250794,
3.7237342,51.0268595,
3.7245288,51.0253937,
3.7268805,51.0252874,
3.7269860,51.0265203,
3.7267409,51.0272442,
3.7106246,51.0420250,10
3.7148845,51.0407962,20
3.7152807,51.0410966,20
3.7391596,51.0574996,
3.7818805,51.0395517,
3.7806707,51.0363241,
3.7922597,51.0391898,
3.7357139,51.0363617,10
3.6686987,51.0311926,
3.6686584,51.0311665,
3.7124582,51.0704410,
3.7302846,51.0481922,10
3.7201711,51.0615002,
3.7082787,51.0447857,6
3.7081271,51.0448059,23
3.7081037,51.0446862,19
3.7219520,51.0557807,30
3.7186092,51.0469703,
3.7163485,51.0554262,5
3.7263177,51.0357529,
3.7325433,51.0599005,6
3.7321639,51.0599752,6
3.7275242,51.0399536,
3.7164524,51.0552876,
3.7292482,51.0478341,
3.7179956,51.0498573,
3.7174117,51.0647353,
3.7169973,51.0649638,
3.7210976,51.0616392,
3.7189596,51.0538907,
3.7105895,51.0482702,10
3.7252523,51.0540211,
3.7385393,51.0511555,5
3.7302395,51.0481842,10
3.7390840,51.0520323,10
3.7229359,51.0499562,
3.7224721,51.0504710,
3.7303726,51.0482120,
3.7304197,51.0482206,
3.7356260,51.0414847,
3.7094122,51.0485622,
3.7167347,51.0366346,20
3.7328253,51.0676635,
3.7328429,51.0676082,
3.7319848,51.0667112,
3.7204253,51.0421899,20
3.7366804,51.0395379,20
3.7149543,51.0247121,
3.7167337,51.0531769,10
3.7167545,51.0530240,10
3.7162655,51.0489261,
3.7191849,51.0553306,10
3.7045410,51.0197595,60
3.7198760,51.0505609,
3.7158483,51.0661283,
3.7301415,51.0502792,10
3.7300435,51.0502369,20
3.7247716,51.0522349,25
3.7327951,51.0464501,
3.7330402,51.0458889,
3.6891241,51.0653237,
3.6882757,51.0662169,
3.7793272,51.0746019,30
3.6902167,51.0645089,
3.6892746,51.0640978,
3.6510460,51.0478191,
3.7329949,51.0568331,
3.7286033,51.0571004,12
3.7296574,51.0571896,
3.7287019,51.0570724,12
3.7035674,51.0336094,
3.7047285,51.0337911,
3.6921846,51.0578876,
3.6926968,51.0589270,
3.6927326,51.0633783,
3.6896276,51.0623184,
3.6906910,51.0636202,
3.6901701,51.0614720,
3.6911873,51.0585407,
3.7310183,51.0355207,
3.7303248,51.0352243,
3.7291688,51.0348651,
3.7306248,51.0383378,
3.7288600,51.0352736,
3.7305947,51.0353061,
3.7290783,51.0346860,
3.7267275,51.0372258,
3.7709242,51.0541578,
3.7640844,51.0524785,
3.7667626,51.0775100,2
3.7530260,51.0777966,5
3.7102929,51.0503827,
3.7085900,51.0371115,
3.7303063,51.0700642,10
3.7440406,51.0741032,20
3.7306476,51.0385694,36
3.7338500,51.0734908,30
3.7584819,51.0891000,10
3.7477739,51.0685738,6
3.7341850,51.0489231,30
3.8265633,51.0943035,
3.8243876,51.0941921,
3.7551383,51.0627647,
3.8348843,51.0968519,
3.7484455,51.0646684,5
3.7486445,51.0625588,5
3.7483600,51.0635873,10
3.7483382,51.0642777,4
3.7256063,51.0653975,
3.7263100,51.0648760,
3.7254098,51.0659840,
3.7267603,51.0644082,
3.7274393,51.0641975,
3.7246082,51.0620048,
3.7259741,51.0641808,
3.7113512,51.0347977,1672
3.6805196,51.0720301,
3.6804602,51.0721759,
3.7624342,51.0973984,10
3.7630018,51.0981379,10
3.7589415,51.0823966,10
3.7587331,51.0824358,10
3.7572324,51.0799989,10
3.7201555,51.0624235,
3.7196794,51.0618883,
3.7448091,51.0576720,10
3.7429058,51.0538768,10
3.7428521,51.0539995,10
3.7421313,51.0537243,10
3.7509839,51.0625736,14
3.7531881,51.0528533,
3.7532696,51.0531548,10
3.7333147,51.0547729,20
3.7335490,51.0548524,30
3.6644013,51.0503642,10
3.7258120,51.0595202,
